nr. sessions,nr. rest days,total kms,total km Z3-Z4-Z5-T1-T2,"nr. tough sessions (effort in Z5, T1 or T2)",nr. days with interval session,total km Z3-4,max km Z3-4 one day,total km Z5-T1-T2,max km Z5-T1-T2 one day,total hours alternative training,nr. strength trainings,nr. sessions.1,nr. rest days.1,total kms.1,max km one day.1,total km Z3-Z4-Z5-T1-T2.1,"nr. tough sessions (effort in Z5, T1 or T2).1",nr. days with interval session.1,total km Z3-4.1,max km Z3-4 one day.1,total km Z5-T1-T2.1,max km Z5-T1-T2 one day.1,total hours alternative training.1,nr. strength trainings.1,nr. sessions.2,nr. rest days.2,total kms.2,max km one day.2,total km Z3-Z4-Z5-T1-T2.2,"nr. tough sessions (effort in Z5, T1 or T2).2",nr. days with interval session.2,total km Z3-4.2,max km Z3-4 one day.2,total km Z5-T1-T2.2,max km Z5-T1-T2 one day.2,total hours alternative training.2,nr. strength trainings.2,Athlete ID,Date
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109
11.0,0.0,189.4,14.4,1.0,2.0,9.6,9.6,4.5,4.5,0.0,0.0,7.0,1.0,143.3,34.0,26.3,1.0,3.0,20.0,10.0,6.0,6.0,0.0,1.0,11.0,0.0,214.3,39.3,35.3,0.0,3.0,34.0,14.0,0.0,0.0,0.0,0.0,1,327
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,139
8.0,0.0,151.1,32.1,0.0,4.0,31.8,10.0,0.0,0.0,0.0,0.0,8.0,0.0,162.6,30.3,39.6,0.0,3.0,39.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,173.9,31.4,31.4,0.0,2.0,30.0,18.0,0.0,0.0,0.0,0.0,1,237
8.0,0.0,152.8,18.8,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,6.0,1.0,93.3,19.0,14.3,3.0,3.0,6.0,6.0,8.0,3.0,0.0,0.0,7.0,0.0,103.6,24.3,22.6,2.0,2.0,12.0,12.0,10.0,6.0,0.0,0.0,1,260
8.0,0.0,161.5,25.0,1.0,2.0,15.0,15.0,10.0,10.0,0.0,0.0,9.0,0.0,153.0,30.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,158.0,26.0,24.0,2.0,3.0,8.0,8.0,16.0,10.0,0.0,0.0,1,718
11.0,0.0,172.8,18.8,0.0,2.0,17.0,10.0,0.0,0.0,0.0,0.0,9.0,1.0,145.0,36.0,6.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,96.4,27.4,30.4,0.0,2.0,30.1,21.1,0.0,0.0,0.0,0.0,1,371
7.0,0.0,106.3,25.3,2.0,2.0,18.0,12.0,7.0,4.0,0.0,0.0,8.0,0.0,158.4,29.0,19.4,1.0,3.0,12.8,6.8,6.0,6.0,0.0,0.0,7.0,0.0,145.3,30.3,39.3,0.0,3.0,39.0,20.0,0.0,0.0,0.0,0.0,1,248
12.0,0.0,207.5,33.0,0.0,3.0,32.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,146.1,32.0,24.5,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,177.3,38.0,35.3,0.0,3.0,34.0,17.0,0.0,0.0,0.0,0.0,1,387
6.0,1.0,138.3,12.3,2.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,9.0,0.0,172.3,35.0,26.3,0.0,3.0,26.0,12.0,0.0,0.0,0.75,0.0,11.0,0.0,193.3,36.0,43.3,2.0,4.0,24.0,12.0,19.0,10.0,0.75,0.0,1,19
8.0,0.0,142.0,21.0,1.0,3.0,18.9,10.0,1.0,1.0,0.0,0.0,9.0,0.0,145.5,38.0,41.5,1.0,5.0,36.0,10.0,4.0,4.0,0.0,0.0,10.0,0.0,179.6,34.0,28.1,2.0,3.0,9.0,9.0,18.0,10.0,0.0,0.0,1,296
8.0,0.0,94.0,12.5,2.0,3.0,1.5,1.5,10.4,6.4,0.0,0.0,8.0,0.0,151.2,29.7,20.2,2.0,3.0,11.0,9.0,8.2,7.2,0.0,0.0,7.0,1.0,109.6,37.0,11.6,3.0,3.0,0.0,0.0,11.0,6.0,0.0,0.0,1,269
9.0,0.0,177.7,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,170.9,35.0,32.4,0.0,2.0,32.0,20.0,0.0,0.0,0.0,0.0,4.0,3.0,83.9,23.5,17.5,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,1,226
11.0,0.0,174.3,18.3,0.0,2.0,17.0,10.0,0.0,0.0,0.0,0.0,10.0,1.0,153.5,36.0,6.5,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,111.4,27.4,30.4,0.0,2.0,30.1,21.1,0.0,0.0,0.0,0.0,1,372
10.0,0.0,196.3,32.3,2.0,3.0,12.0,12.0,20.0,10.0,0.0,0.0,5.0,4.0,101.3,42.3,10.3,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
10.0,0.0,173.5,36.5,0.0,3.0,36.0,17.0,0.0,0.0,0.0,0.0,12.0,0.0,185.8,36.0,11.8,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,8.0,1.0,136.4,30.0,27.4,0.0,2.0,27.1,21.1,0.0,0.0,0.0,0.0,1,377
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,125
10.0,0.0,175.3,26.3,2.0,3.0,9.0,9.0,16.2,10.0,0.0,0.0,6.0,1.0,82.9,16.0,10.9,2.0,2.0,3.6,3.6,6.4,4.0,0.0,0.0,9.0,0.0,115.4,29.7,15.9,2.0,3.0,1.5,1.5,13.6,7.2,0.0,0.0,1,280
10.0,0.0,179.7,35.2,1.0,4.0,26.0,10.0,8.0,8.0,0.0,0.0,10.0,0.0,151.6,34.0,26.6,2.0,3.0,9.0,9.0,16.2,10.0,0.0,0.0,6.0,1.0,91.3,16.0,17.3,3.0,3.0,3.6,3.6,12.8,6.4,0.0,0.0,1,286
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,130.0,30.0,9.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,149.3,32.0,28.3,1.0,2.0,21.0,21.0,7.0,7.0,0.0,0.0,1,77
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,184
8.0,2.0,134.3,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,2.0,103.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,173.0,38.0,24.0,1.0,3.0,18.0,9.0,6.0,6.0,0.0,0.0,1,351
9.0,0.0,139.6,31.1,1.0,2.0,21.1,21.1,10.0,10.0,0.0,0.0,8.0,0.0,154.5,35.0,15.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,154.0,30.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.0,0.0,1,723
7.0,1.0,98.1,13.1,2.0,2.0,3.6,3.6,8.6,6.2,0.0,0.0,8.0,0.0,100.0,22.0,12.5,2.0,3.0,1.5,1.5,10.4,6.4,0.0,0.0,9.0,0.0,166.2,37.0,20.2,2.0,3.0,11.0,9.0,8.2,7.2,0.0,0.0,1,275
8.0,0.0,140.5,20.5,1.0,3.0,15.4,10.0,4.0,4.0,0.0,0.0,10.0,0.0,168.0,38.0,45.5,1.0,5.0,36.0,10.0,8.0,8.0,0.0,0.0,10.0,0.0,175.3,34.0,26.3,2.0,3.0,9.0,9.0,16.2,10.0,0.0,0.0,1,294
10.0,0.0,204.5,32.5,1.0,3.0,24.0,12.0,7.5,7.5,0.0,0.0,9.0,1.0,157.3,34.3,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,187.0,35.0,29.0,0.0,3.0,28.0,12.0,0.0,0.0,0.0,0.0,1,403
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,182
6.0,1.0,117.0,20.0,0.0,2.0,20.0,11.0,0.0,0.0,0.0,0.0,6.0,1.0,91.0,23.0,21.0,1.0,2.0,6.0,6.0,15.0,15.0,0.0,0.0,6.0,1.0,97.0,22.0,16.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,1,672
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,78.0,30.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,130.0,32.0,27.0,0.0,2.0,27.0,21.0,0.0,0.0,0.0,0.0,1,80
8.0,0.0,164.9,46.9,1.0,4.0,39.0,15.0,6.0,6.0,0.0,0.0,5.0,2.0,80.8,30.0,7.3,1.0,2.0,6.0,3.5,1.0,1.0,0.0,0.0,8.0,0.0,128.8,34.5,30.8,1.0,4.0,25.4,10.0,4.0,4.0,0.0,0.0,1,307
8.0,0.0,131.1,19.1,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,6.0,1.0,108.3,24.3,30.3,4.0,4.0,18.0,12.0,12.0,4.0,0.0,0.0,7.0,0.0,114.3,27.0,6.3,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1,258
10.0,0.0,187.3,38.3,0.0,4.0,38.0,12.0,0.0,0.0,0.75,0.0,11.0,0.0,195.3,36.0,31.3,2.0,3.0,12.0,12.0,19.0,10.0,0.75,0.0,6.0,3.0,121.6,42.3,20.6,2.0,2.0,0.0,0.0,20.0,10.0,0.0,0.0,1,11
8.0,1.0,141.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,143.0,38.0,18.0,0.0,2.0,18.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,191.6,38.0,26.6,1.0,3.0,20.6,11.0,6.0,6.0,0.0,0.0,1,346
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,101.0,30.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1,86
9.0,0.0,115.4,15.9,2.0,3.0,1.5,1.5,13.6,7.2,0.0,0.0,8.0,0.0,151.8,37.0,18.8,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,6.0,1.0,92.3,19.0,14.3,3.0,3.0,6.0,6.0,8.0,3.0,0.0,0.0,1,266
8.0,0.0,171.0,30.0,1.0,3.0,22.0,21.0,8.0,8.0,0.0,0.0,9.0,1.0,174.3,41.0,40.3,3.0,4.0,20.0,13.0,20.0,12.0,0.75,1.0,7.0,0.0,107.3,30.0,22.3,3.0,3.0,0.0,0.0,22.0,10.0,0.0,0.0,1,36
10.0,0.0,152.6,28.1,1.0,2.0,21.1,21.1,7.0,7.0,0.0,0.0,9.0,0.0,175.5,35.0,25.0,1.0,2.0,15.0,15.0,10.0,10.0,0.0,0.0,8.0,0.0,137.0,30.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,1,726
8.0,0.0,186.3,31.3,1.0,4.0,24.0,18.0,7.0,7.0,0.0,0.0,9.0,0.0,208.1,41.0,58.1,1.0,4.0,49.5,19.5,8.0,8.0,0.0,1.0,8.0,0.0,169.3,39.0,37.3,1.0,3.0,17.0,10.0,20.0,20.0,0.0,0.0,1,58
8.0,0.0,160.3,37.3,1.0,4.0,29.0,21.0,8.0,8.0,0.0,0.0,7.0,1.0,164.0,41.0,21.0,1.0,2.0,13.0,13.0,8.0,8.0,0.0,0.0,10.0,0.0,157.3,38.0,37.3,4.0,4.0,7.0,7.0,30.0,12.0,0.75,1.0,1,41
7.0,0.0,91.3,17.3,3.0,3.0,3.6,3.6,12.8,6.4,0.0,0.0,9.0,0.0,156.2,29.7,18.7,1.0,3.0,10.5,9.0,7.2,7.2,0.0,0.0,7.0,1.0,105.1,37.0,12.1,3.0,3.0,2.0,2.0,9.5,6.0,0.0,0.0,1,270
9.0,0.0,210.1,60.1,0.0,4.0,59.5,19.5,0.0,0.0,0.0,1.0,8.0,0.0,167.3,39.0,35.3,2.0,3.0,7.0,7.0,28.0,20.0,0.0,0.0,8.0,0.0,171.0,41.0,30.0,1.0,3.0,22.0,21.0,8.0,8.0,0.0,0.0,1,50
1.0,6.0,23.5,13.5,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,209
12.0,0.0,176.8,11.8,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,7.0,1.0,112.4,30.0,27.4,0.0,2.0,27.1,21.1,0.0,0.0,0.0,0.0,6.0,2.0,111.0,30.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,1,368
11.0,1.0,156.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,137.4,30.0,36.4,0.0,3.0,36.1,21.1,0.0,0.0,0.0,0.0,6.0,2.0,108.3,30.0,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,1,367
11.0,0.0,175.6,36.5,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,173.5,38.0,36.5,0.0,3.0,36.0,17.0,0.0,0.0,0.0,0.0,12.0,0.0,185.8,36.0,11.8,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,1,384
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,123
9.0,0.0,170.9,32.4,0.0,2.0,32.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,164.9,35.0,17.5,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,222
8.0,0.0,149.3,9.3,1.0,2.0,2.0,2.0,7.0,7.0,0.0,0.0,8.0,0.0,197.3,41.0,48.3,1.0,4.0,40.0,18.0,8.0,8.0,0.0,0.0,9.0,0.0,201.1,38.0,62.1,1.0,4.0,41.5,19.5,20.0,20.0,0.0,1.0,1,62
9.0,1.0,146.3,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,91.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,204.0,38.0,24.0,1.0,3.0,18.0,9.0,6.0,6.0,0.0,0.0,1,350
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,130
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,187
7.0,0.0,113.6,28.6,3.0,3.0,0.0,0.0,28.0,12.0,0.0,0.0,7.0,1.0,141.0,38.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.75,0.0,11.0,0.0,196.6,36.0,39.6,1.0,4.0,30.0,12.0,9.0,9.0,0.75,0.0,1,23
8.0,0.0,167.3,35.3,2.0,3.0,7.0,7.0,28.0,20.0,0.0,0.0,8.0,0.0,171.0,41.0,30.0,1.0,3.0,22.0,21.0,8.0,8.0,0.0,0.0,9.0,1.0,174.3,41.0,40.3,3.0,4.0,20.0,13.0,20.0,12.0,0.75,1.0,1,43
10.0,0.0,209.6,30.6,3.0,3.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,201
9.0,1.0,147.5,8.5,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,207.5,36.5,33.0,0.0,3.0,32.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,146.1,32.0,24.5,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0.0,1,394
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,98
9.0,1.0,151.8,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,94.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,204.0,38.0,24.0,1.0,3.0,18.0,9.0,6.0,6.0,0.0,0.0,1,349
6.0,1.0,103.6,24.1,1.0,3.0,17.5,15.0,6.0,6.0,0.0,0.0,7.0,1.0,123.0,34.5,21.0,1.0,3.0,18.9,10.0,1.0,1.0,0.0,0.0,8.0,0.0,126.5,29.3,41.5,1.0,5.0,36.0,10.0,4.0,4.0,0.0,0.0,1,304
9.0,0.0,187.0,47.0,1.0,4.0,41.0,17.0,6.0,6.0,0.0,0.0,10.0,0.0,147.6,34.0,28.1,1.0,2.0,21.1,21.1,7.0,7.0,0.0,0.0,8.0,0.0,161.5,35.0,25.0,1.0,2.0,15.0,15.0,10.0,10.0,0.0,0.0,1,732
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,178
7.0,1.0,105.1,12.1,3.0,3.0,2.0,2.0,9.5,6.0,0.0,0.0,7.0,0.0,106.8,24.3,27.8,3.0,3.0,18.0,12.0,9.5,4.0,0.0,0.0,8.0,0.0,157.3,29.0,12.3,1.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,1,256
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,94
8.0,0.0,137.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,160.0,28.0,24.0,2.0,3.0,8.0,8.0,16.0,10.0,0.0,0.0,12.0,0.0,198.0,38.0,12.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1,712
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,95
10.0,0.0,183.8,48.8,1.0,4.0,46.0,20.0,2.0,2.0,0.0,0.0,11.0,0.0,213.3,40.0,30.3,1.0,3.0,22.0,12.0,7.5,7.5,0.0,0.0,8.0,1.0,141.5,30.0,8.5,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,1,409
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169
8.0,0.0,132.0,30.0,0.0,3.0,30.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,149.3,32.0,9.3,1.0,2.0,2.0,2.0,7.0,7.0,0.0,0.0,8.0,0.0,197.3,41.0,48.3,1.0,4.0,40.0,18.0,8.0,8.0,0.0,0.0,1,69
6.0,1.0,114.9,31.9,1.0,3.0,25.0,15.0,6.0,6.0,0.0,0.0,7.0,1.0,121.3,34.5,17.8,1.0,3.0,16.0,10.0,1.0,1.0,0.0,0.0,8.0,0.0,121.9,29.3,36.9,1.0,5.0,31.4,10.0,4.0,4.0,0.0,0.0,1,305
9.0,0.0,201.1,62.1,1.0,4.0,41.5,19.5,20.0,20.0,0.0,1.0,8.0,0.0,160.3,41.0,37.3,1.0,4.0,29.0,21.0,8.0,8.0,0.0,0.0,7.0,1.0,164.0,41.0,21.0,1.0,2.0,13.0,13.0,8.0,8.0,0.0,0.0,1,48
4.0,3.0,94.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,202.0,38.0,26.0,1.0,3.0,20.0,11.0,6.0,6.0,0.0,0.0,11.0,0.0,189.4,36.0,14.4,1.0,2.0,9.6,9.6,4.5,4.5,0.0,0.0,1,341
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,207
10.0,0.0,151.6,26.6,2.0,3.0,9.0,9.0,16.2,10.0,0.0,0.0,6.0,1.0,91.3,16.0,17.3,3.0,3.0,3.6,3.6,12.8,6.4,0.0,0.0,9.0,0.0,129.7,29.7,9.2,1.0,2.0,1.5,1.5,7.2,7.2,0.0,0.0,1,279
10.0,0.0,182.7,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,170.9,35.0,32.4,0.0,2.0,32.0,20.0,0.0,0.0,0.0,0.0,5.0,2.0,106.9,23.5,17.5,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,1,227
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,143
10.0,0.0,202.0,26.0,1.0,3.0,20.0,11.0,6.0,6.0,0.0,0.0,11.0,0.0,189.4,36.0,14.4,1.0,2.0,9.6,9.6,4.5,4.5,0.0,0.0,7.0,1.0,143.3,34.0,26.3,1.0,3.0,20.0,10.0,6.0,6.0,0.0,1.0,1,334
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180
6.0,1.0,99.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,151.8,35.5,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,94.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,356
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131
11.0,0.0,194.0,22.0,2.0,2.0,0.0,0.0,22.0,12.0,0.0,0.0,11.0,0.0,202.0,42.0,27.0,1.0,2.0,10.0,10.0,17.0,17.0,0.0,0.0,10.0,1.0,162.7,44.0,31.6,0.0,3.0,31.6,14.0,0.0,0.0,0.5,0.0,1,699
8.0,1.0,129.0,16.0,2.0,2.0,0.0,0.0,16.0,8.0,0.0,0.0,9.0,0.0,197.0,39.0,36.0,1.0,3.0,30.0,18.0,6.0,6.0,0.0,0.0,10.0,0.0,184.0,34.0,36.0,1.0,3.0,29.0,17.0,7.0,7.0,0.0,0.0,1,743
8.0,0.0,151.2,20.2,2.0,3.0,11.0,9.0,8.2,7.2,0.0,0.0,7.0,1.0,109.6,37.0,11.6,3.0,3.0,0.0,0.0,11.0,6.0,0.0,0.0,7.0,0.0,106.3,24.3,25.3,2.0,2.0,18.0,12.0,7.0,4.0,0.0,0.0,1,262
8.0,1.0,157.8,14.8,1.0,2.0,10.0,10.0,4.5,4.5,0.0,0.0,10.0,0.0,192.3,38.0,28.3,1.0,3.0,22.0,12.0,6.0,6.0,0.0,1.0,9.0,0.0,191.6,39.3,33.6,0.0,3.0,32.0,14.0,0.0,0.0,0.0,0.0,1,324
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,203
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,130.0,30.0,9.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,1,84
